"partnerId","type","organization","energy","active","zip","city","street","houseNumber","iban","bic","bank","accountHolder","accountingAllocationIndicator","deleted","reminderEmailAddress"
"9870011100003","net","NOWEGA GMBH","gas","1","48147","Münster","Nevinghoff","20",NULL,NULL,NULL,NULL,"standard","0",
"9800040900009","provider","SW SCHWERIN","gas","1","19061","Schwerin","Eckdrift","43-45",,NULL,NULL,,"standard","0","versorgerwechsel@swsn.de"
"9800307000005","provider","FIRSTCON GMBH","gas","1","21407","Deutsch Evern","An der Ilmenau","12a",,NULL,NULL,,"standard","0","firstcongas@incore.de"
"9800021700006","provider","Erenja AG & Co. KG","gas","1","45891","Gelsenkirchen","Willy-Brandt-Allee","26","DE04500500000036240000","HELADEFFXXX","LANDESBANK HESSEN-THUERINGEN GIROZENTRALE",,"standard","0","marktkommunikation@erenja.de"
"9800042100003","provider","ERDGAS MITTELSACHSEN GMBH","gas","1","39443","Staßfurt","Am Druschplatz","14",,NULL,NULL,,"standard","0","lieferantenwechsel@e-ms.de"
"9800034700001","provider","SWN STADTWERKE NEUMÜNSTER GMBH","gas","1","24534","Neumünster","Bismarckstr.","51",,NULL,NULL,,"standard","0","marktpartner@swn-vertrieb.de"
"9800051100002","provider","STADTWERKE VERSMOLD GMBH","gas","1","33775","Versmold","Nordfeldstr.","5",,NULL,NULL,,"standard","0","mako-vertrieb-swv@edikoo.com"
"9800176400006","provider","ADOLF ROTH","gas","1","35398","Gießen","Gottlieb-Daimler-Str.","7",,NULL,NULL,,"standard","0","kunden@service.rothas.de"
"9800197500009","provider","E.OPTIMUM EG","gas","1","77654","Offenburg","Beim Alten Ausbesserungswerk","2a",,NULL,NULL,,"standard","0","datenaustausch@eoptimum.de"
"9800002900005","provider","SW NEUSTADT A. RBGE. GMBH","gas","1","31535","Neustadt","An der Eisenbahn","18",,NULL,NULL,,"standard","0","mako@stadtwerke-neustadt.de	"
"9800005300004","provider","STADTWERKE HUSUM GMBH","gas","1","25813","Husum","Am Binnenhafen","1",,NULL,NULL,,"standard","0","lieferantenwechsel@stadtwerke-husum.de	"
"9800053000002","provider","STADTWERKE FLENSBURG GMBH","gas","1","24939","Flensburg","Batteriestr.","48",,NULL,NULL,,"standard","0","lieferantenwechsel@stadtwerke-flensburg.de"
"9800047300004","provider","VERSORGUNGSBETRIEBE BORDESHOLM GMBH","gas","1","24582","Bordesholm","Bahnhofstr.","13",,NULL,NULL,,"standard","0","regina.baschke@vb-bordesholm-gmbh.de"
"9800027100002","provider","SWS ENERGIE","gas","1","18439","Stralsund","Frankendamm","7",,NULL,NULL,,"standard","0","harald.sauter@energie-stralsund.de"
"9800021500000","provider","WESTFALICA","gas","1","32547","Bad Oeynhausen","Steinstr.","9",,NULL,NULL,,"standard","0","marktkommunikation@westfalica.de"
"9800048100007","provider","STADTWERKE NEUSTRELITZ GMBH","gas","1","17235","Neustrelitz","Wilhelm Stolte Straße","90",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-neustrelitz.de"
"9800012600009","provider","OBERHESSISCHE GASVERSORGUNG","gas","1","61169","Friedberg","Schulze-Delitzsch-Str.","1",,NULL,NULL,,"standard","0","Vertrieb@oberhessen-gas.de"
"9800003300006","provider","Stadtwerke Schaumburg Lippe","gas","1","31675","Bückeburg","An der Gasanstalt","6",,NULL,NULL,,"standard","0","lieferantenwechsel@swsl.de"
"9800048200005","provider","SW Rendsburg","gas","1","24768","Rendsburg","Am Eiland","12",,NULL,NULL,,"standard","0","marktkommunikation@stadtwerke-sh.de"
"9800149500007","provider","E.ON HANSE WAERME","gas","1","21079","Hamburg","Am Radeland","25",NULL,NULL,NULL,NULL,"standard","0",
"9800012300005","provider","STADTWERKE HEIDENHEIM REGIO","gas","1","89522","Heidenheim","Meeboldstr.","1",,NULL,NULL,,"standard","0","netznutzung.gas@stadtwerke-heidenheim.de"
"9800083900008","provider","NORDLAND ENERGIE","gas","1","20359","Hamburg","Zirkusweg","6",,NULL,NULL,,"standard","0","v.bode@itemsnet.de"
"9800061700008","provider","ENGIE","gas","1","10117","Berlin","Friedrichstr.","200",,NULL,NULL,,"standard","0","netznutzung@engie.com"
"9800045900004","provider","SW WÜLFRATH","gas","1","42489","Wülfrath","Wilhelmstr.","21",,NULL,NULL,,"standard","0","vertrieb-gas@sw.wuelfrath.de"
"9800102400004","provider","NETTCON ENERGY","gas","1","41334","Nettetal","Leuther Str.","25",NULL,NULL,NULL,NULL,"standard","0",
"9800009500006","provider","TW WERKE DER GEMEINDE SAARWELLINGEN","gas","1","66793","Saarwellingen","Vorstadtstr.","77",,NULL,NULL,,"standard","0","t.hentschel@tws-saarwellingen.de	"
"9800005900002","provider","GAS- UND WASSERWERKE BOUS-SCHWALBACH","gas","1","66359","Bous","Saarbrücker Str.","195",,NULL,NULL,,"standard","0","kundenservice@gwbs.de	"
"9800046400003","provider","BELKAW","gas","1","51469","Bergisch Gladbach","Hermann-Löns-Str.","131-133",,NULL,NULL,,"standard","0","kuendigung@rheinenergie.com"
"9800115200003","provider","HAMBURG ENERGIE","gas","1","20539","Hamburg","Billhorner Deich","2",,NULL,NULL,,"standard","0","kontakt_hamburgenergie@factur.de"
"9800076600003","provider","STATKRAFT MARKETS","gas","1","40547","Düsseldorf","Niederkasseler Lohweg","175",,NULL,NULL,,"standard","0","settlement@statkraft.de"
"9800296300003","provider","PROEFA","gas","1","40591","Düsseldorf","Kölner Landstr.","33",,NULL,NULL,,"standard","0","kundenwechsel@enni.de"
"9800046700007","provider","STADTWERKE DÜSSELDORF","gas","1","40233","Düsseldorf","Höherweg","100",,NULL,NULL,,"standard","0","clearing-lieferantenwechsel@swd-ag.de"
"9800057200004","provider","STADTWERKE HAAN","gas","1","42781","Haan","Leichlinger Str.","2",,NULL,NULL,,"standard","0","service.vertrieb@stadtwerke-haan.de"
"9800003600000","provider","STADTWERKE WILSTER GMBH","gas","1","25554","Wilster","Klosterhof","31",,NULL,NULL,,"standard","0","maass@stadtwerke-wilster.de	"
"9800007200004","provider","STADTWERKE BARMSTEDT","gas","1","25355","Barmstedt","Bahnhofstr.","27",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-barmstedt.de	"
"9800067200002","provider","GASGESEL.  KERKEN WACHTENDONK","gas","1","47647","Kerken","Dionysiusplatz","4",,NULL,NULL,,"standard","0","b.basten@stadtwerke-kempen.de"
"9800056400001","provider","STADTWERKE WISSEN","gas","1","57537","Wissen","Wiesenstr.","2",,NULL,NULL,,"standard","0","madeleine.schultheiss@stadtwerke-wissen.de"
"9800024700003","provider","STADTWERKE HÜNFELD GMBH","gas","1","36088","Hünfeld","Lindenstr.","8",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-huenfeld.de"
"9800130400000","provider","KEHAG KASSELER ENERGIEHANDEL","gas","1","34117","Kassel","Königstor","1A",NULL,NULL,NULL,NULL,"standard","0",
"9800167400007","provider","KBG KRAFTSTROM HOMBERG EG","gas","1","34576","Homberg","Ostpreußenweg","5",,NULL,NULL,,"standard","0","Vertrieb@stadtwerke-barmstedt.de"
"9800144900004","provider","GUTSVERWALTUNG WOTERSEN","gas","1","21514","Roseburg","Wotersen","2",NULL,NULL,NULL,NULL,"standard","0",
"9800013600008","provider","SW JÜLICH GMBH","gas","1","52428","Jülich","An der Vogelstange","2A",,NULL,NULL,,"standard","0","w.rechner@stadtwerke-juelich.de"
"9800025300000","provider","SW STEINFURT GMBH","gas","1","48565","Steinfurt","Wiemelfeldstr.","48",,NULL,NULL,,"standard","0","marktkommunikation-lieferant@swst.de"
"9800004400003","provider","ENERGIE WALDECK-FRANKENBERG GMBH","gas","1","34497","Korbach","Arolser Landstr.","27",,NULL,NULL,,"standard","0","versorgerwechsel.foehr@ews-schoenau.de	"
"9800043600002","provider","STADTWERKE GEORGSMARIENHÜTTE GMBH","gas","1","49124","Georgsmarienhütte","Malberger Str.","13",,NULL,NULL,,"standard","0","mako-vertrieb-gmh@edikoo.com"
"9800084500005","provider","STADTWERKE GÜTERSLOH GMBH","gas","1","33330","Gütersloh","Berliner Str.","260",,NULL,NULL,,"standard","0","kromm@stadtwerke-gt.de"
"9800041500006","provider","BESTE STADTWERKE GMBH","gas","1","32839","Steinheim","Industriestr.","3",,NULL,NULL,,"standard","0","a.bruentrup@beste-stadtwerke.de"
"9800002600001","provider","STADTWERKE GARBSEN GMBH","gas","1","30823","Garbsen","Kochslandweg","20-22",,NULL,NULL,,"standard","0","b.ludewig@stadtwerke-garbsen.de	"
"9800015900000","provider","STADTWERKE LEHRTE GMBH","gas","1","31275","Lehrte","Germaniastraße","5",,NULL,NULL,,"standard","0","wollermann@stadtwerke‐lehrte.de"
"9800087700008","provider","WSW ENERGIE UND WASSER AG","gas","1","42281","Wuppertal","Bromberger Str.","39-41",,NULL,NULL,,"standard","0","vertrieb@wsw-online.de"
"9800122900000","provider","WSW 3/4/5 ENERGIE","gas","1","42281","Wuppertal","Bromberger Str.","39-41",,NULL,NULL,,"standard","0","vertrieb@wsw-online.de		"
"9800156500008","provider","THYSSENKRUPP","gas","1","47161","Duisburg","Haus der Energie (306 Duisburg)",NULL,NULL,NULL,NULL,NULL,"standard","0",
"9800185100001","provider","NETCONNECT GERMANY","gas","1","40880","Ratingen","Kaiserswerther Str.","115",NULL,NULL,NULL,NULL,"standard","0",
"9800098400001","provider","QUANTUM","gas","1","40882","Ratingen","Kokkolastr.","2",,NULL,NULL,,"standard","0",
"9800001600002","provider","ERDGASVERSORGUNG OBERLEICHLINGEN GMBH","gas","1","42799","Leichlingen","Am Büscherhof","1",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-burscheid.de	"
"9800052400005","provider","GWG GREVENBROICH GMBH","gas","1","41515","Grevenbroich","Nordstr.","36",,NULL,NULL,,"standard","0","versorgungsmanagement@new.de"
"9800026900007","provider","SW BARTH","gas","1","18356","Barth","Hölzern-Kreuz-Weg","11",,NULL,NULL,,"standard","0","haendler@stadtwerke-barth.de"
"9800049900000","provider","STADTWERKE LEICHLINGEN","gas","1","42799","Leichlingen","Im Brückerfeld","1-3",,NULL,NULL,,"standard","0","non-edi-dat@rheinenergie.com"
"9800022100007","provider","GASVERSORGUNGSGESEL. MBH RHEIN-ERFT","gas","1","50354","Hürth","Max-Planck-Str.","11",,NULL,NULL,,"standard","0","energieabrechnung@gvg.de	"
"9800190300000","provider","MEINE-ENERGIE EG VOR ORT","gas","1","53840","Troisdorf","Poststr.","105",,NULL,NULL,,"standard","0","marktkommunikation@meine-energie-eg.de"
"9800166100004","provider","EINHORN ENERGIE","gas","1","89537","Giengen","Mühlenweg","10",,NULL,NULL,,"standard","0","service@einhorn-energie.de"
"9800164800002","provider","BIERMANN GMBH ENERGIE","gas","1","59425","Unna","Friedrich-Ebert-Str.","65",,NULL,NULL,,"standard","0",
"9800001500004","provider","HALBERSTADTWERKE GMBH","gas","1","38820","Halberstadt","Wehrstedter Str.","48",,NULL,NULL,,"standard","0","keil@halberstadtwerke.de	"
"9800002700009","provider","STADTWERKE HALDENSLEBEN GMBH","gas","1","39340","Haldensleben","Bahnhofstr.","1",,NULL,NULL,,"standard","0","janett.neubauer@swhdl.de	"
"9800007700004","provider","STADTWERKE GOTHA GMBH","gas","1","99867","Gotha","Pfullendorfer Str.","83",,NULL,NULL,,"standard","0","info-vertrieb@stadtwerke-gotha.de	"
"9800008900009","provider","STADTWERKE PREMNITZ GMBH","gas","1","14727","Premnitz","Schillerstr.","2",,NULL,NULL,,"standard","0","koe@stadtwerkepremnitz.de	"
"9800050400007","provider","STADTWERKE BAD BELZIG GMBH","gas","1","14806","Bad Belzig","Mauerstr.","17",,NULL,NULL,,"standard","0","f.haseloff@stadtwerke-bad-belzig.de"
"9800086200009","provider","ENRO LUDWIGSFELDE ENERGIE GMBH","gas","1","14974","Ludwigsfelde","Rudolf-Diesel-Str.","15",,NULL,NULL,,"standard","0","marco.baur@enro-ludwigsfelde.de"
"9800196200006","provider","HERM GMBH & CO. KG","gas","1","97922","Lauda-Königshofen","Tauberstr.","11",,NULL,NULL,,"standard","0","Lieferantenwechsel@deesa.de"
"9800065900000","provider","STADTWERKE GOCH GMBH","gas","1","47574","Goch","Klever Str.","26-28",,NULL,NULL,,"standard","0","juergen.arnold@stadtwerke-goch.de"
"9800005600008","provider","STADTWERKE HERBORN GMBH","gas","1","35745","Herborn","Walkmühlenweg","12",,NULL,NULL,,"standard","0","stroh@stadtwerke-herborn.de	"
"9800078100001","provider","STADTWERKE OCHTRUP","gas","1","48607","Ochtrup","Witthagen","3",,NULL,NULL,,"standard","0","carina.friedrich@stadtwerke-ochtrup.de"
"9800009400008","provider","Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH","gas","1","53111","Bonn","Welschnonnenstr.","4",,NULL,NULL,,"standard","0","enw-kundenservice@stadtwerke-bonn.de"
"9800064200005","provider","SW GREVEN","gas","1","48268","Greven","Saerbecker Str.","77-81",,NULL,NULL,,"standard","0","mk.service@stadtwerke-greven.de"
"9800055400002","provider","STADTWERKE WERL GMBH","gas","1","59457","Werl","Grafenstr.","25",,NULL,NULL,,"standard","0","ralf.luelf@stadtwerke-werl.de"
"9800065800002","provider","ENERGIEVERSORGUNG KRANENBURG GMBH","gas","1","47574","Goch","Klever Str.","26-28",,NULL,NULL,,"standard","0","service@ev-kranenburg.de"
"9800293500002","provider","JOSEF PAULI","gas","1","52353","Düren","Zollhausstr.","111",,NULL,NULL,,"standard","0","marktkommunikation@deesa.de"
"9800204500009","provider","MAIERKORDULETSCH ENERGIE","gas","1","94474","Vilshofen","Passauer Str.","30",,NULL,NULL,,"standard","0","Lieferantenwechsel@deesa.de	"
"9800209400006","provider","GEIGER GMBH","gas","1","91522","Ansbach","Rudolf-Diesel-Str.","5",,NULL,NULL,,"standard","0","Lieferantenwechsel@deesa.de"
"9800300400004","provider","SCHUSTER & SOHN","gas","1","91522","Ansbach","Rudolf-Diesel-Str.","1",,NULL,NULL,,"standard","0","Lieferantenwechsel@deesa.de"
"9800189700005","provider","BEHRENSWERTH ENERGIESERVICE","gas","1","49176","Hilter","Münsterstr.","43",,NULL,NULL,,"standard","0","marktkommunikation@deesa.de"
"9800084300009","provider","Stadtwerke Hameln Weserbergland GmbH","gas","1","31785","Hameln","Hafenstr.","14","DE58254500010000003574","NOLADE21HMS","SPARKASSE HAMELN-WESERBERGLAND",,"standard","0","marktpartner-vertrieb@stwhw.de"
"9800155000009","provider","KRAFT UND STOFF DANNENBERG","gas","1","29472","Landsatz","Barnitzer Straße","34",,NULL,NULL,,"standard","0","bilanzkreismanagement@arcanum-energy.de"
"9800297900000","provider","BIOMETHAN OSTERBY","gas","1","24994","Osterby","Hauptstraße","1",NULL,NULL,NULL,NULL,"standard","0",
"9800299200002","provider","GREEN ENERGY","gas","1","31600","Uchte","Haferkuhle","4",NULL,NULL,NULL,NULL,"standard","0",
"9800036100001","provider","SW LÜDENSCHEID","gas","1","58507","Lüdenscheid","Lennestr.","2",,NULL,NULL,,"standard","0","wechselmanagement@enervie-gruppe.de	"
"9800026800009","provider","STADTWERKE ALTENA","gas","1","58762","Altena","Linscheidstr.","52",,NULL,NULL,,"standard","0","info@stadtwerke-altena.de"
"9800024600005","provider","STADTWERKE MEINERZHAGEN","gas","1","58540","Meinerzhagen","Bahnhofstr.","17",,NULL,NULL,,"standard","0","info@swmhg.de"
"9800033400008","provider","STADTWERKE KIERSPE","gas","1","58566","Kierspe","Thingslindestr.","22",,NULL,NULL,,"standard","0","info@stadtwerke-kierspe.de"
"9800086800007","provider","HERTENER ENERGIEHANDELSGESELLSCHAFT","gas","1","45699","Herten","Herner Str.","21",NULL,NULL,NULL,NULL,"standard","0",
"9800045500002","provider","STADTWERKE BÖHMETAL GMBH","gas","1","29664","Walsrode","Poststr.","4",,NULL,NULL,,"standard","0","vertrieb@swbt.de"
"9800091100004","provider","STADTWERKE SOLTAU","gas","1","29614","Soltau","Weinberg","46",,NULL,NULL,,"standard","0","thomas.neugebauer@sw-soltau.de"
"9800079500002","provider","SW VELBERT GMBH","gas","1","42549","Velbert","Kettwiger Str.","2",,NULL,NULL,,"standard","0","lieferantenwechsel-vertrieb@stwvelbert.de"
"9800006000009","provider","ENERGIEVERSORGUNG LEVERKUSEN GMBH","gas","1","51371","Leverkusen","Overfeldweg","23",,NULL,NULL,,"standard","0","lieferantenwechsel@evl-gmbh.de	"
"9800042700001","provider","STADTWERKE DINSLAKEN GMBH","gas","1","46537","Dinslaken","Gerhard-Malina-Str.","1",,NULL,NULL,,"standard","0","vks-mako@stadtwerke-dinslaken.de"
"9800306900008","provider","HELLWEG ENERGIE GMBH","gas","1","59557","Lippstadt","Bunsenstr.","2",,NULL,NULL,,"standard","0","vertrieb@hellwegenergie.de"
"9800005200006","provider","SW HEMER","gas","1","58675","Hemer","Wasserwerkstr.","4",,NULL,NULL,,"standard","0","kundenservice@stadtwerke-hemer.de	"
"9800001900006","provider","STADTWERKE MENDEN GMBH","gas","1","58708","Menden","Am Papenbusch","8-10",,NULL,NULL,,"standard","0","r.gebhardt@stadtwerke-menden.de	"
"9800040800001","provider","HERTENER SW","gas","1","45699","Herten","Herner Str.","21",,NULL,NULL,,"standard","0","edm-vertrieb@herten.de"
"9800087800006","provider","TRIANEL","gas","1","52070","Aachen","Lombardenstr.","28",NULL,NULL,NULL,NULL,"standard","0",
"9800090000007","provider","SW OSTMÜNSTERLAND","gas","1","48291","Telgte","Münstertor","46-48",,NULL,NULL,,"standard","0","lieferantenwechsel@so.de	"
"9800062500001","provider","ERDGAS MÜNSTER","gas","1","48147","Münster","Anton-Bruchausen-Str.","4",,NULL,NULL,,"standard","0","bilanzkreismanagement@erdgas.de"
"9800043300008","provider","ENGIE ENERGIELÖSUNGEN GMBH","gas","1","10117","Berlin","Friedrichstr.","200",,NULL,NULL,,"standard","0","netznutzung@de.engie.com"
"9800015200004","provider","EWV","gas","1","52222","Stolberg","Willy-Brandt-Platz","2",,NULL,NULL,,"standard","0","marktkommunikation@ewv.de"
"9800022500009","provider","ENWOR - ENERGIE & WASSER VOR ORT","gas","1","52134","Herzogenrath","Kaiserstr.","86",,NULL,NULL,,"standard","0","vertrieb@enwor.de"
"9800073000008","provider","SW BORKEN / WESTF.","gas","1","46325","Borken","Ostlandstr.","9",,NULL,NULL,,"standard","0","gesing@stadtwerke-borken.de"
"9800065700004","provider","WARSTEINER VERBUNDGESELLSCHAFT","gas","1","59581","Warstein","Belecker Landstr.","60",,NULL,NULL,,"standard","0","anfragen_an_lieferant_wvg@rwe.com"
"9800041200002","provider","SW OERLINGHAUSEN","gas","1","33813","Oerlinghausen","Rathausstr.","23",,NULL,NULL,,"standard","0","info@sw-oe.de"
"9800044600001","provider","BLOMBERGER VERSORGUNGSBETRIEBE GMBH","gas","1","32825","Blomberg","Nederlandstr.","15",,NULL,NULL,,"standard","0","vertrieb@edifact.bvb-blomberg.de"
"9800073800002","provider","SW KAMP-LINTFORT","gas","1","47475","Kamp-Lintfort","Wilhelmstr.","1a",,NULL,NULL,,"standard","0","vertrieb@swkl.de"
"9800098500009","provider","STADTWERKE VLOTHO","gas","1","32602","Vlotho","Weserstr.","9",,NULL,NULL,,"standard","0","P.Schlueter@Vlotho.de"
"9800030900001","provider","NETZGESELLSCHAFT LÜBBECKE","gas","1","32312","Lübbecke","Gasstr.","1",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-luebbecke.de"
"9800293900004","provider","KREISWERKE MAIN-KINZIG","gas","1","63571","Gelnhausen","Barbarossastr.","26",,NULL,NULL,,"standard","0","Lieferantenwechsel_info@kreiswerke-main-kinzig.de"
"9800042300009","provider","VATTENFALL ENERGY TRADING","gas","1","20354","Hamburg","Dammtorstr.","29-32",,NULL,NULL,,"standard","0","energiewirtschaft.vet@vattenfall.de"
"9800080200005","provider","STADTWERKE LAGE","gas","1","32791","Lage","Pivitsheider Str.","21",,NULL,NULL,,"standard","0","klaerung.lieferant.swl@wechselmanagement.de"
"9800375300007","provider","ENERGIE FÜR REGIONEN OSTWESTFALEN-LIPPE","gas","1","32758","Detmold","Am Gelskamp","10",,NULL,NULL,,"standard","0","bewersdorff@stwbs.de"
"9800129300005","provider","KECK ENERGIESERVICE","gas","1","33034","Brakel","Driburger Str.","7",,NULL,NULL,,"standard","0","lieferantenwechsel.keck@eag-energie.de"
"9800089900002","provider","STADTWERKE SPRINGE","gas","1","31832","Springe","Zum Oberntor","19",,NULL,NULL,,"standard","0","netznutzungsmanagement@stadtwerke-springe.de"
"9800030700005","provider","WEVG SALZGITTER","gas","1","38226","Salzgitter","Albert-Schweitzer-Str.","7-11",,NULL,NULL,,"standard","0","heinz-dieter.heuer@wevg.com"
"9800080100007","provider","STADTWERKE BRAMSCHE","gas","1","49565","Bramsche","Maschstr.","9",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-bramsche.de"
"9800019300008","provider","SW GÖTTINGEN","gas","1","37081","Göttingen","Hildebrandstr.","1",,NULL,NULL,,"standard","0","lieferantenwechsel@swgoe.de"
"9800133000005","provider","WINGAS TRANSPORT","gas","1","34119","Kassel","Baumbachstr.","1",NULL,NULL,NULL,NULL,"standard","0",
"9800115400009","provider","SW SCHIFFERSTADT","gas","1","67105","Schifferstadt","Mühlstr.","18","DE22545500100190008060","LUHSDE6AXXX","SPARKASSE VORDERPFALZ",,"standard","0","Backoffice-Gas-Vertrieb@sw-schifferstadt.de"
"9800196000000","provider","BIO-ENERGIE ALLENDORF","gas","1","92421","Schwandorf","Bayernwerk","8",,NULL,NULL,,"standard","0","ZinL@viessmann.com"
"9800088400003","provider","STADTWERKE WEILBURG","gas","1","35781","Weilburg","Lessingstr.","6",,NULL,NULL,,"standard","0","lieferantenwechsel@stadtwerke-weilburg.de"
"9800294900003","provider","JUWI BIO SERVICE & BERTRIEBS","gas","1","55286","Wörrstadt","Energie-Allee","1",,NULL,NULL,,"standard","0","p.berres@juwi.de"
"9800172400000","provider","KOFLER ENERGIES AG","gas","1","10829","Berlin","Geneststr.","5",,NULL,NULL,,"standard","0","j.busch@koflerenergies.com"
"9800005800004","provider","EMB ENERGIE MARK BRANDENBURG","gas","1","14522","Michendorf","Büdnergasse ","1",,NULL,NULL,,"standard","0","Lieferantenwechsel.emb@bas-abrechnung.de	"
"9800253200006","provider","DREISCHTROM","gas","1","01917","Kamenz","Theaterstr.","20",NULL,NULL,NULL,NULL,"standard","0",
"9800062300005","provider","SW SONDERSHAUSEN","gas","1","99706","Sondershausen","Am Schlosspark","18",,NULL,NULL,,"standard","0","vogler@stadtwerke-sondershausen.de"
"9800025800000","provider","SW NETTETAL","gas","1","41334","Nettetal","Leuther Str.","25",,NULL,NULL,,"standard","0","angela.wacker@stadtwerke-nettetal.de"
"9800024500007","provider","SW RADEVORMWALD","gas","1","42477","Radevormwald","Am Gaswerk","13",,NULL,NULL,,"standard","0","f.fuchs@s-w-r.de"
"9800077400006","provider","GASVERSORGUNG SÜDDEUTSCHLAND","gas","1","70565","Stuttgart","Am Wallgraben","135",,NULL,NULL,,"standard","0","b.beck@gvs-erdgas.de"
"4042805000607","provider","ENVIA MITTELDEUTSCHE ENERGIE","gas","1","09114","Chemnitz","Chemnitztalstr.","13",,NULL,NULL,,"standard","0","ieferantenwechsel.enviam@mitgas.de"
"9800211500000","provider","ENERGIEVERSORGUNG SCHWERIN","gas","1","19061","Schwerin","Eckdrift","43-45",NULL,NULL,NULL,NULL,"standard","0",
"9800020700007","provider","PVU PRIGNITZER","gas","1","19348","Perleberg","Feldstr.","27a",,NULL,NULL,,"standard","0","steffi.trautmann@pvu-gmbh.de"
"9800061800006","provider","SW HAGENOW","gas","1","19230","Hagenow","Bahnhofstr.","87",,NULL,NULL,,"standard","0","kuhn@stadtwerke-hagenow.de"
"9800164200004","provider","NEW ERNEUERBARE ENERGIEN","gas","1","39108","Magdeburg","Olvenstedter Str.","11",,NULL,NULL,,"standard","0","new.energie@t-online.de"
"9800290100003","provider","LANDWÄRME IN MÜNCHEN","gas","1","80802","München","Ungererstr.","40",,NULL,NULL,,"standard","0","andreas.wild@landwaerme.de"
"9800075200002","provider","ENERGIEVERSORGUNG OBERHAUSEN AG EVO","gas","1","46045","Oberhausen","Danziger Str.","31",,NULL,NULL,,"standard","0","t.trautes@evo-energie.de"
"9800038400003","provider","STADTWERKE BURGDORF GMBH","gas","1","31303","Burgdorf","Vor dem Hannoverschen Tor","12",,NULL,NULL,,"standard","0","arne.rohde@stadtwerke-burgdorf.de"
"9800284200009","provider","IES INTERNATIONAL SERVICES","gas","1","14469","Potsdam","Jägerallee","37H",,NULL,NULL,,"standard","0","hook@natgas.de"
"9800083700002","provider","TEUTOBURGER ENERGIE NETZWERK","gas","1","49170","Hagen","Höhenweg","14",,NULL,NULL,,"standard","0","mako-vertrieb-ten@edikoo.com"
"9800069100002","provider","SW WERDOHL","gas","1","58791","Werdohl","Grasacker","7",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-werdohl.de"
"9800056700005","provider","SW PASEWALK","gas","1","17309","Pasewalk","An den Stadtwerken","2",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-pasewalk.de"
"9870105300006","net","EVIP","gas","1","06749","Bitterfeld-Wolfen","Niels-Bohr-Str.","2","DE45800800000750009900","DRESDEFF800","COMMERZBANK AG (FORMERLY DRESDNER BANK AG)",,"standard","0","Wechselprozesse@evip.de"
"9800031700004","provider","SWB VERTRIEB BREMEN","gas","1","28215","Bremen","Theodor-Heuss-Allee","20",,NULL,NULL,,"standard","0","lieferantenservice-hb@swb-gruppe.de"
"9800097100008","provider","GASVERSORGUNG GRAFSCHAFT HOYA","gas","1","27318","Hoya","Schloßplatz","2",,NULL,NULL,,"standard","0","s.austermann@hoya-weser.de"
"9800047200006","provider","SW ZEVEN","gas","1","27404","Zeven","Vitus-Platz","1",,NULL,NULL,,"standard","0","christoph-klaer@stadtwerke-zeven.de"
"9800143600001","provider","ENQU","gas","1","24113","Kiel","Speckenbeker Weg","130",,NULL,NULL,,"standard","0","enqu.netz@stattwerk.com"
"9800059000006","provider","GAS- UND WÄRMEDIENST BÖRNSEN","gas","1","21039","Börnsen","Zwischen den Kreiseln","1",,NULL,NULL,,"standard","0","gerner@gw-boernsen.de"
"9800019000004","provider","SW QUICKBORN","gas","1","25451","Quickborn","Pinneberger Strasse","2",,NULL,NULL,,"standard","0","marktkommunikation-vertrieb@stadtwerke-quickborn.de"
"9800166500006","provider","SW BARMSTEDT VERTRIEB","gas","1","25355","Barmstedt","Bahnhofstr.","27",,NULL,NULL,,"standard","0","vertrieb@stadtwerke-barmstedt.de"
"9800020900003","provider","SW ITZEHOE","gas","1","25524","Itzehoe","Gasstr.","18",,NULL,NULL,,"standard","0","lieferant@stadtwerke-itzehoe.de"
"9800045700008","provider","SW ROTENBURG (WÜMME)","gas","1","27356","Rotenburg","Mittelweg","19",,NULL,NULL,,"standard","0","vertrieb.mako@stadtwerke-rotenburg.de"
"9800074900009","provider","DB ENERGIE","gas","1","60326","Frankfurt","Pfarrer-Perabo-Platz","2",,NULL,NULL,,"standard","0","DBEnergie-Liefermanagement@deutschebahn.com"
"9800161900003","provider","SW ROSENHEIM","gas","1","83022","Rosenheim","Bayerstr.","5",NULL,NULL,NULL,NULL,"standard","0",
"9800044400005","provider","SW HEILIGENHAUS","gas","1","42579","Heiligenhaus","Abtskücher Str.","30",,NULL,NULL,,"standard","0","r.ludwig@stadtwerke-heiligenhaus.de"
"9800073400000","provider","EMSCHER LIPPE","gas","1","45789","Gelsenkirchen","Ebertstr","30",,NULL,NULL,,"standard","0","marktkommunikation@ele.de"
"9800037900004","provider","SW HILDEN","gas","1","40724","Hilden","Am Feuerwehrhaus","1",,NULL,NULL,,"standard","0","marktkommunikation@stadtwerke-hilden.de"
